Prawn,7.8,
Lobster,27.8,
Sole,20.86,
Turbot,14.51,
Anglerfish,12.29,
Swordfish,12.84,
Megrim,14.15,
Shark Mako,11.5,
Porbeagle,11.44,
Diamond Fish,8.33,
Rhombus,8.41,
Mussels,9.51,
Hake,9.77,
Rock Fish,6.94,
Octopus,7.13,
Squid,7.13,
Cuttlefish,7.13,
Ling Common,6.45,
Pomfret,6.63,
Eel,3.88,
Salmon,3.47,
Cod,3.51,
Fish (general),3.49,
Sea Bass,3.27,
Haddock,3.41,
Tuna,2.15,
Trout,4.2,
Pilchard,1.1,
Herring,1.16,
Pollock,1.6,
Carp,1.76,
Mackerel,1.8,
Whiting,2.66,

